sentence,original_label,original_book,book_Anna_Karenina,naive_Anna_Karenina,book_Frankenstein,naive_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,naive_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights,naive_Wuthering_Heights
Can I have missed it?,1,Anna Karenina,1,1,0,0,0,0,0,0
Come on!,1,Anna Karenina,1,1,1,0,1,0,1,0
"One sudden and desolating change had taken place; but a thousand little circumstances might have by degrees worked other alterations, which, although they were done more tranquilly, might not be the less decisive.",3,Frankenstein,0,0,1,1,0,0,0,0
But I must!,1,Anna Karenina,1,1,0,0,0,0,1,0
"He then stepped across the pavement to her, and said something: she seemed embarrassed, and desirous of getting away; to prevent it, he laid his hand on her arm.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"I was going to tell you all about it; but you are in a bad temper, and don t deserve to hear.",2,Wuthering Heights,0,0,0,0,0,0,1,1
Tell us a story!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I said.,3,Frankenstein,1,0,1,1,1,0,1,0
"As she said this, she came suddenly upon an open place, with a little house in it about four feet high.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"At last the Mouse, who seemed to be a person of authority among them, called out, Sit down, all of you, and listen to me!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"He looked at her, and the fury expressed in her face alarmed and amazed him.",1,Anna Karenina,1,1,0,0,0,0,1,0
Splendid!,1,Anna Karenina,1,1,1,0,1,0,1,0
He jumped up and sat down.,1,Anna Karenina,1,1,0,0,0,0,0,0
my own beautiful lake!,3,Frankenstein,1,0,1,1,0,0,0,0
said Five.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"They all can, said the Duchess; and most of em do.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"A few months before my arrival they had lived in a large and luxurious city called Paris, surrounded by friends and possessed of every enjoyment which virtue, refinement of intellect, or taste, accompanied by a moderate fortune, could afford.",3,Frankenstein,0,0,1,1,0,0,0,0
"It is also a duty owed to yourself, for excessive sorrow prevents improvement or enjoyment, or even the discharge of daily usefulness, without which no man is fit for society.",3,Frankenstein,0,0,1,1,0,0,0,0
I ll tell you what for....,1,Anna Karenina,1,1,0,0,0,0,1,0
"I am very tired of swimming about here, O Mouse!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"He told his wife the same story, and she seemed to believe him; but one night, while leaning on his shoulder, in the act of saying she thought she should be able to get up to-morrow, a fit of coughing took her a very slight one he raised her in his arms; she put her two hands about his neck, her face changed, and she was dead.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"Tell her about the reason and all that, he said to the Gryphon.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
She wept with me and for me.,3,Frankenstein,1,0,1,1,0,0,1,0
"I will proclaim, I will prove your innocence.",3,Frankenstein,0,0,1,1,0,0,0,0
I hastened to reply.,2,Wuthering Heights,0,0,1,0,0,0,1,1
Where did they draw the treacle from?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
The next witness was the Duchess s cook.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Urged by this impulse, I seized on the boy as he passed and drew him towards me.",3,Frankenstein,0,0,1,1,0,0,0,0
This expedition has been the favourite dream of my early years.,3,Frankenstein,0,0,1,1,0,0,0,0
"Here, then, ask him.",1,Anna Karenina,1,1,0,0,1,0,1,0
"she said, interrupting me.",2,Wuthering Heights,1,0,1,0,0,0,1,1
I _cannot_ live without my life!,2,Wuthering Heights,1,0,0,0,0,0,1,1
I burned with rage to pursue the murderer of my peace and precipitate him into the ocean.,3,Frankenstein,0,0,1,1,0,0,0,0
"It is impossible; one might as well try to overtake the winds, or confine a mountain-stream with a straw.",3,Frankenstein,0,0,1,1,0,0,0,0
"I remember the first time I became capable of observing outward objects with any kind of pleasure, I perceived that the fallen leaves had disappeared and that the young buds were shooting forth from the trees that shaded my window.",3,Frankenstein,0,0,1,1,0,0,0,0
"Why do you call to my remembrance, I rejoined, circumstances of which I shudder to reflect, that I have been the miserable origin and author?",3,Frankenstein,0,0,1,1,0,0,0,0
dearest blessed child!,3,Frankenstein,1,0,1,1,0,0,1,0
Chase away your idle fears; to you alone do I consecrate my life and my endeavours for contentment.,3,Frankenstein,0,0,1,1,0,0,0,0
she shrieked.,1,Anna Karenina,1,1,1,0,1,0,1,0
"Good-bye, my love, answered the countess.",1,Anna Karenina,1,1,1,0,0,0,0,0
Is there?,1,Anna Karenina,1,1,0,0,0,0,1,0
unlighted or lighted candles?,1,Anna Karenina,1,1,0,0,0,0,0,0
"I see him now, excellent and venerable old man!",3,Frankenstein,1,0,1,1,0,0,0,0
But such is not my destiny; I must pursue and destroy the being to whom I gave existence; then my lot on earth will be fulfilled and I may die.,3,Frankenstein,0,0,1,1,0,0,0,0
"Darkness then came over me and troubled me, but hardly had I felt this when, by opening my eyes, as I now suppose, the light poured in upon me again.",3,Frankenstein,0,0,1,1,0,0,0,0
"On hearing this word, Felix came up hastily to the lady, who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression.",3,Frankenstein,0,0,1,1,0,0,0,0
"I started from my sleep with horror; a cold dew covered my forehead, my teeth chattered, and every limb became convulsed; when, by the dim and yellow light of the moon, as it forced its way through the window shutters, I beheld the wretch the miserable monster whom I had created.",3,Frankenstein,0,0,1,1,0,0,0,0
"My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed.",3,Frankenstein,0,0,1,1,0,0,0,0
I began to feel unmistakably out of place in that pleasant family circle.,2,Wuthering Heights,0,0,0,0,0,0,1,1
"But this won t do, you know.",1,Anna Karenina,1,1,0,0,0,0,1,0
"The memory of that unfortunate king and his companions, the amiable Falkland, the insolent Goring, his queen, and son, gave a peculiar interest to every part of the city which they might be supposed to have inhabited.",3,Frankenstein,0,0,1,1,0,0,0,0
I could with pleasure have destroyed the cottage and its inhabitants and have glutted myself with their shrieks and misery.,3,Frankenstein,0,0,1,1,0,0,0,0
"Because, he continued, looking at the two young people, who were fixed under his eye Linton appeared as if he could not venture to stir or raise his head, and Catherine could not move, on his account because that lad yonder seems determined to beat me; and I d thank his uncle to be quick, and go before him!",2,Wuthering Heights,0,0,0,0,0,0,1,1
Her voice was musical but unlike that of either of my friends.,3,Frankenstein,1,0,1,1,0,0,0,0
Such were the lessons of my father.,3,Frankenstein,0,0,1,1,0,0,0,0
"You have been tutored and refined by books and retirement from the world, and you are therefore somewhat fastidious; but this only renders you the more fit to appreciate the extraordinary merits of this wonderful man.",3,Frankenstein,0,0,1,1,0,0,0,0
"Well, and your wife?",1,Anna Karenina,1,1,0,0,0,0,1,0
Would you like some champagne?,1,Anna Karenina,1,1,0,0,0,0,1,0
"All was again silent, but his words rang in my ears.",3,Frankenstein,0,0,1,1,1,0,0,0
"The child still struggled and loaded me with epithets which carried despair to my heart; I grasped his throat to silence him, and in a moment he lay dead at my feet.",3,Frankenstein,0,0,1,1,0,0,1,0
"Then, striding to a side door, he shouted again, Joseph!",2,Wuthering Heights,1,0,0,0,0,0,1,1
And where is the sense of that?,2,Wuthering Heights,1,0,0,0,0,0,1,1
A mummy again endued with animation could not be so hideous as that wretch.,3,Frankenstein,0,0,1,1,0,0,0,0
"repeated the Pigeon, but in a more subdued tone, and added with a kind of sob, I ve tried every way, and nothing seems to suit them!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"And he added in an undertone to the Queen, Really, my dear, _you_ must cross-examine the next witness.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
_Mais je ne vous ferai gr ce de rien_.,1,Anna Karenina,1,1,1,0,0,0,1,0
"How slowly the time passes here, encompassed as I am by frost and snow!",3,Frankenstein,0,0,1,1,0,0,0,0
"Eh, well.",1,Anna Karenina,1,1,1,0,1,0,1,0
"Oh, no!",1,Anna Karenina,1,1,1,0,1,0,1,0
The mother glanced at her.,1,Anna Karenina,1,1,0,0,0,0,0,0
What will it be now?,1,Anna Karenina,1,1,0,0,0,0,1,0
I didn t once think of loving him till _Loving_!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"I ll believe you are a coward, for yourself, but not a cowardly betrayer of your best friend.",2,Wuthering Heights,0,0,0,0,1,0,1,1
You are radiant with health and happiness!,1,Anna Karenina,1,1,0,0,0,0,1,0
Return as heroes who have fought and conquered and who know not what it is to turn their backs on the foe.,3,Frankenstein,0,0,1,1,0,0,0,0
It is the last time!,2,Wuthering Heights,1,0,0,0,0,0,1,1
I entreat you not to reason with me any more.,3,Frankenstein,0,0,1,1,0,0,0,0
"I sud ha taen tent o t maister better nor him and he warn t deead when I left, naught o t soart!",2,Wuthering Heights,0,0,0,0,0,0,1,1
We ve been marrying you here.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Persecuted and tortured as I am and have been, can death be any evil to me?",3,Frankenstein,0,0,1,1,0,0,0,0
I do!,2,Wuthering Heights,1,0,0,0,1,0,1,1
"You are old, said the youth, one would hardly suppose That your eye was as steady as ever; Yet you balanced an eel on the end of your nose What made you so awfully clever?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Oh, I have nothing, I replied, thinking it best to speak the truth at once.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Wake up, Dormouse!",0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
he said reproachfully.,1,Anna Karenina,1,1,1,0,1,0,1,0
"I seized the handle to essay another trial; when a young man without coat, and shouldering a pitchfork, appeared in the yard behind.",2,Wuthering Heights,0,0,0,0,0,0,1,1
Begone wi ye both!,2,Wuthering Heights,0,0,0,0,0,0,1,1
"Tell me, therefore, whether you object to an immediate solemnisation of the marriage.",3,Frankenstein,0,0,1,1,0,0,0,0
"They, of course, follow her.",1,Anna Karenina,1,1,0,0,0,0,1,0
"Their first supposition was that it was the corpse of some person who had been drowned and was thrown on shore by the waves, but on examination they found that the clothes were not wet and even that the body was not then cold.",3,Frankenstein,0,0,1,1,0,0,0,0
"There was a start and a troubled gleam of recollection, and a struggle to arrange her ideas.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"I looked on the heavens, which were covered by clouds that flew before the wind, only to be replaced by others; I looked upon the sea; it was to be my grave.",3,Frankenstein,0,0,1,1,0,0,0,0
"She waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the sound of a good many voices all talking together: she made out the words: Where s the other ladder?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Like the mother!,1,Anna Karenina,1,1,1,0,0,0,0,0
Half-past twelve.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Though I would give no information, he discovered, through some of the other servants, both her place of residence and the existence of the child.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"He reminds me how often the same accidents have happened to other navigators who have attempted this sea, and in spite of myself, he fills me with cheerful auguries.",3,Frankenstein,0,0,1,1,0,0,0,0
"It s all about as curious as it can be, said the Gryphon.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"A man might be respected with only one of these advantages, but without either he was considered, except in very rare instances, as a vagabond and a slave, doomed to waste his powers for the profits of the chosen few!",3,Frankenstein,0,0,1,1,0,0,0,0
Would you like tea?,1,Anna Karenina,1,1,0,0,0,0,1,0
"Well, yes!",1,Anna Karenina,1,1,1,0,1,0,1,0
"When she said: Indeed I do.... Well, what then?",1,Anna Karenina,1,1,0,0,0,0,1,0
"But I fear, from what you have yourself described to be his properties, that this will prove impracticable; and thus, while every proper measure is pursued, you should make up your mind to disappointment.",3,Frankenstein,0,0,1,1,0,0,0,0
"Alice thought she might as well go back, and see how the game was going on, as she heard the Queen s voice in the distance, screaming with passion.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"While saying this he took a pint bottle of brandy from the dresser, and poured some into a tumbler.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"Soo oop of the e e evening, Beautiful, beauti FUL SOUP!",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"As I said these words, I perceived in the gloom a figure which stole from behind a clump of trees near me; I stood fixed, gazing intently: I could not be mistaken.",3,Frankenstein,0,0,1,1,0,0,0,0
Why?,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
shouted the colonel.,1,Anna Karenina,1,1,0,0,1,0,1,0
Why did I live?,3,Frankenstein,0,0,1,1,0,0,0,0
I must repeat that.,1,Anna Karenina,1,1,0,0,0,0,1,0
And now my wanderings began which are to cease but with life.,3,Frankenstein,0,0,1,1,0,0,0,0
"Well, there was Mystery, the Mock Turtle replied, counting off the subjects on his flappers, Mystery, ancient and modern, with Seaography: then Drawling the Drawling-master was an old conger-eel, that used to come once a week: _he_ taught us Drawling, Stretching, and Fainting in Coils.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I don t understand.,1,Anna Karenina,1,1,0,0,0,0,1,0
"cried the Mock Turtle, capering wildly about.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Where have you been?,2,Wuthering Heights,1,0,0,0,1,0,1,1
"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me.",3,Frankenstein,0,0,1,1,0,0,0,0
she exclaimed.,2,Wuthering Heights,1,0,1,0,1,0,1,1
"But, besides, I could not bring myself to disclose a secret which would fill my hearer with consternation and make fear and unnatural horror the inmates of his breast.",3,Frankenstein,0,0,1,1,0,0,0,0
"A barrowful of _what?_ thought Alice; but she had not long to doubt, for the next moment a shower of little pebbles came rattling in at the window, and some of them hit her in the face.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Elizabeth saw even this last resource, her excellent dispositions and irreproachable conduct, about to fail the accused, when, although violently agitated, she desired permission to address the court.",3,Frankenstein,0,0,1,1,0,0,0,0
"However, he consented to go on.",0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,0,0
and she made haste to speak.,1,Anna Karenina,1,1,0,0,1,0,1,0
"I know you didn t like him, she answered, repressing a little the intensity of her delight.",2,Wuthering Heights,0,0,0,0,0,0,1,1
I replied.,2,Wuthering Heights,0,0,1,0,1,0,1,1
"Nelly, if it be not too late, as soon as I learn how he feels, I ll choose between these two: either to starve at once that would be no punishment unless he had a heart or to recover, and leave the country.",2,Wuthering Heights,0,0,0,0,0,0,1,1
screamed the Pigeon.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
This is quite an easy interval.,2,Wuthering Heights,0,0,0,0,0,0,1,1
"The master was an old Turtle we used to call him Tortoise Why did you call him Tortoise, if he wasn t one?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"But I will endeavour to detail these bitter circumstances to you, my dear sister; and while I am wafted towards England and towards you, I will not despond.",3,Frankenstein,0,0,1,1,0,0,0,0
Could I ever have believed then that I could come to such humiliation?,1,Anna Karenina,1,1,1,0,0,0,0,0
"Has he grown weary of indulgence, and passed from passive to active hatred?",2,Wuthering Heights,1,0,0,0,0,0,1,1
Mr. Kirwin charged himself with every care of collecting witnesses and arranging my defence.,3,Frankenstein,0,0,1,1,0,0,0,0
"At one moment she was horrified at this indifference, at another she rejoiced at what had brought her to this indifference.",1,Anna Karenina,1,1,0,0,0,0,1,0
"Coming quite close up to her, he could from his height look beyond her, and he saw with his eyes what she was seeing with her nose.",1,Anna Karenina,1,1,0,0,0,0,1,0
Only not he.,1,Anna Karenina,1,1,0,0,1,0,1,0
"I was positively forgetting her, he thought.",1,Anna Karenina,1,1,0,0,0,0,1,0
The revolver was close beside him he sought further off.,1,Anna Karenina,1,1,0,0,0,0,1,0
"I sobbed and wept so that my eyes were almost blind; and the ruffian you have such sympathy with stood opposite: presuming every now and then to bid me wisht, and denying that it was his fault; and, finally, frightened by my assertions that I would tell papa, and that he should be put in prison and hanged, he commenced blubbering himself, and hurried out to hide his cowardly agitation.",2,Wuthering Heights,0,0,1,0,0,0,1,1
"inquired Catherine, gazing curiously on the speaker.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"He had heard my story with that half kind of belief that is given to a tale of spirits and supernatural events; but when he was called upon to act officially in consequence, the whole tide of his incredulity returned.",3,Frankenstein,0,0,1,1,0,0,0,0
Wretch!,3,Frankenstein,1,0,1,1,1,0,1,0
"Well, well!",1,Anna Karenina,1,1,1,0,1,0,1,0
"Ah, here it is: have a glass!",1,Anna Karenina,1,1,0,0,1,0,0,0
"Nay, a man!",1,Anna Karenina,1,1,1,0,0,0,1,0
How loathsome!,1,Anna Karenina,1,1,1,0,0,0,1,0
"There was a restless, anxious expression in his countenance, I had never remarked there before; and he looked sparer in person.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"Oh, she is naughty!",2,Wuthering Heights,1,0,0,0,0,0,1,1
"Th divil s harried off his soul, he cried, and he may hev his carcass into t bargin, for aught I care!",2,Wuthering Heights,1,0,1,0,0,0,1,1
"I could mention innumerable instances which, although slight, marked the dispositions of these amiable cottagers.",3,Frankenstein,0,0,1,1,0,0,0,0
"Here, I ll take it off.",1,Anna Karenina,1,1,0,0,0,0,1,0
"He walked on first, carrying a part of the fishing tackle, and his companions followed him at some distance.",3,Frankenstein,0,0,1,1,0,0,0,0
Begone!,3,Frankenstein,1,0,1,1,0,0,1,0
Delighted!,1,Anna Karenina,1,1,0,0,1,0,1,0
"What are they talking about, and why doesn t he go back?",1,Anna Karenina,1,1,0,0,0,0,1,0
"Yes, I forgive you; but it s terrible!",1,Anna Karenina,1,1,0,0,0,0,1,0
Hypocritical fiend!,3,Frankenstein,1,0,1,1,0,0,1,0
"There was the same candour, the same vivacity, but it was allied to an expression more full of sensibility and intellect.",3,Frankenstein,0,0,1,1,0,0,0,0
It s a kindness to let you have a glimpse of her genuine disposition.,2,Wuthering Heights,1,0,1,0,0,0,1,1
Thinking again?,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Oh, you needn t be in any hurry.",1,Anna Karenina,1,1,0,0,0,0,1,0
he demanded.,2,Wuthering Heights,1,0,0,0,1,0,1,1
He was respected by all who knew him for his integrity and indefatigable attention to public business.,3,Frankenstein,0,0,1,1,0,0,0,0
Anna smiled.,1,Anna Karenina,1,1,0,0,0,0,1,0
"he panted, trembling, and retaining her hand as if he needed its support, while his large blue eyes wandered timidly over her; the hollowness round them transforming to haggard wildness the languid expression they once possessed.",2,Wuthering Heights,1,0,0,0,0,0,1,1
No; what did he say?,1,Anna Karenina,1,1,0,0,0,0,1,0
"We got rid of all gloom in the excitement of the exercise, and our pleasure was increased by the arrival of the Gimmerton band, mustering fifteen strong: a trumpet, a trombone, clarionets, bassoons, French horns, and a bass viol, besides singers.",2,Wuthering Heights,0,0,0,0,0,0,1,1
I have!,1,Anna Karenina,1,1,0,0,0,0,1,0
These motives urged me to comply with his demand.,3,Frankenstein,1,0,1,1,0,0,0,0
In Britain only could he further the execution of his plan.,3,Frankenstein,0,0,1,1,0,0,0,0
"On seeing me, he darted towards me, and tearing the girl from my arms, hastened towards the deeper parts of the wood.",3,Frankenstein,0,0,1,1,0,0,0,0
I was required to exchange chimeras of boundless grandeur for realities of little worth.,3,Frankenstein,0,0,1,1,0,0,0,0
"The Mouse did not notice this question, but hurriedly went on, found it advisable to go with Edgar Atheling to meet William and offer him the crown.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I ve read that in some book, but I don t remember where.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
You sit down too.,2,Wuthering Heights,1,0,0,0,0,0,1,1
Who can that be?,1,Anna Karenina,1,1,1,0,0,0,1,0
"I can t tell you just now what the moral of that is, but I shall remember it in a bit.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"He did not raise his to her often: a quick glance now and then sufficed; but it flashed back, each time more confidently, the undisguised delight he drank from hers.",2,Wuthering Heights,1,0,0,0,0,0,1,1
the March Hare interrupted in a great hurry.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
But I was impatient to arrive at the termination of my journey.,3,Frankenstein,0,0,1,1,0,0,0,0
He has been making me laugh so.,1,Anna Karenina,1,1,0,0,0,0,1,0
You grant that?,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"So they sat down, and nobody spoke for some minutes.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I revolved these circumstances in my mind and determined thenceforth to apply myself more particularly to those branches of natural philosophy which relate to physiology.,3,Frankenstein,0,0,1,1,0,0,0,0
"Well, this fellow s appetite!",1,Anna Karenina,1,1,0,0,0,0,1,0
"During the ensuing days, while the preparations were going forward for the escape of the merchant, the zeal of Felix was warmed by several letters that he received from this lovely girl, who found means to express her thoughts in the language of her lover by the aid of an old man, a servant of her father who understood French.",3,Frankenstein,0,0,1,1,0,0,0,0
"The last, however, goes for nothing: you would love him without that, probably; and with it you wouldn t, unless he possessed the four former attractions.",2,Wuthering Heights,0,0,0,0,0,0,1,1
And this is why.,1,Anna Karenina,1,1,0,0,1,0,1,0
How sweet is the affection of others to such a wretch as I am!,3,Frankenstein,0,0,1,1,0,0,1,0
These were happy moments.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Her sympathy was ours; her smile, her soft voice, the sweet glance of her celestial eyes, were ever there to bless and animate us.",3,Frankenstein,0,0,1,1,0,0,1,0
They hardly know how ill you have been and are uneasy at your long silence.,3,Frankenstein,0,0,1,1,0,0,0,0
"Your favourite schoolfellow, Louis Manoir, has suffered several misfortunes since the departure of Clerval from Geneva.",3,Frankenstein,0,0,1,1,0,0,0,0
"Go, do go!",1,Anna Karenina,1,1,0,0,1,0,1,0
"This may not be; cease to argue the point, for I cannot consent.",3,Frankenstein,0,0,1,1,0,0,0,0
"said the Duchess, as she tucked her arm affectionately into Alice s, and they walked off together.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"She did not mention the visit that night, because she did not see Mr. Linton.",2,Wuthering Heights,0,0,0,0,0,0,1,1
Forgive me!,1,Anna Karenina,1,1,1,0,0,0,1,0
I passed three days in these rambles and at length discovered the open country.,3,Frankenstein,0,0,1,1,0,0,0,0
None of those things.,1,Anna Karenina,1,1,0,0,0,0,1,0
"In a little while, however, she again heard a little pattering of footsteps in the distance, and she looked up eagerly, half hoping that the Mouse had changed his mind, and was coming back to finish his story.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
what do you look like!,1,Anna Karenina,1,1,0,0,0,0,1,0
he added.,1,Anna Karenina,1,1,1,0,1,0,1,0
And why have you pulled them up?,2,Wuthering Heights,0,0,0,0,0,0,1,1
How absurd!,1,Anna Karenina,1,1,0,0,1,0,1,0
"Here is papa come, Kitty said to her.",1,Anna Karenina,1,1,0,0,1,0,0,0
"Confused as Catherine was, her wits were alert at applying our conversation.",2,Wuthering Heights,0,0,0,0,0,0,1,1
I dreamt once that I was there.,2,Wuthering Heights,1,0,0,0,0,0,1,1
And then!,1,Anna Karenina,1,1,1,0,1,0,1,0
"This manuscript will doubtless afford you the greatest pleasure; but to me, who know him, and who hear it from his own lips with what interest and sympathy shall I read it in some future day!",3,Frankenstein,0,0,1,1,0,0,0,0
Happiness is the matter with me!,1,Anna Karenina,1,1,0,0,0,0,1,0
"I looked towards its completion with a tremulous and eager hope, which I dared not trust myself to question but which was intermixed with obscure forebodings of evil that made my heart sicken in my bosom.",3,Frankenstein,0,0,1,1,0,0,1,0
"There, that is work fit for you!",2,Wuthering Heights,1,0,0,0,0,0,1,1
"The task of his destruction was mine, but I have failed.",3,Frankenstein,0,0,1,1,0,0,0,0
"Why, the man is mad!",2,Wuthering Heights,1,0,0,0,0,0,1,1
Why?...,1,Anna Karenina,1,1,0,0,1,0,1,0
"You may go, said the King, and the Hatter hurriedly left the court, without even waiting to put his shoes on.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"My father and Ernest yet lived, but the former sunk under the tidings that I bore.",3,Frankenstein,0,0,1,1,0,0,0,0
How good you are!,1,Anna Karenina,1,1,0,0,0,0,1,0
Remorse extinguished every hope.,3,Frankenstein,0,0,1,1,0,0,0,0
"He leant his two elbows on his knees, and his chin on his hands, and remained rapt in dumb meditation.",2,Wuthering Heights,1,0,0,0,0,0,1,1
As she spoke she let the eagerness that would insist on coming out show itself in her smile.,1,Anna Karenina,1,1,0,0,0,0,1,0
"Why, in that instant, did I not extinguish the spark of existence which you had so wantonly bestowed?",3,Frankenstein,0,0,1,1,0,0,0,0
"Weel done, Miss Cathy!",2,Wuthering Heights,1,0,0,0,0,0,1,1
"I was new to sorrow, but it did not the less alarm me.",3,Frankenstein,0,0,1,1,0,0,1,0
"But the consideration of these points, and the well balancing of what you may esteem your duties, I leave to you; my judgment and ideas are already disturbed by the near approach of death.",3,Frankenstein,0,0,1,1,0,0,0,0
And yet what a dear little puppy it was!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I am well acquainted with the accused.,3,Frankenstein,0,0,1,1,0,0,0,0
It all came different!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Before he dismounted, I went and opened the door.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"Then I spurred on my animal, striving so to forget the world, my fears, and more than all, myself or, in a more desperate fashion, I alighted and threw myself on the grass, weighed down by horror and despair.",3,Frankenstein,0,0,1,1,0,0,0,0
"My country, my beloved country!",3,Frankenstein,0,0,1,1,0,0,0,0
how sweet it is!,1,Anna Karenina,1,1,0,0,0,0,1,0
"I am happy, said M. Waldman, to have gained a disciple; and if your application equals your ability, I have no doubt of your success.",3,Frankenstein,0,0,1,1,0,0,0,0
"Why, there s hardly room for _you_, and no room at all for any lesson-books!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"he said, in a voice almost inarticulate with passion; and his face looked swelled and furious.",2,Wuthering Heights,1,0,1,0,0,0,1,1
She was nearly heartbroken when he ran off.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"We saw many ruined castles standing on the edges of precipices, surrounded by black woods, high and inaccessible.",3,Frankenstein,0,0,1,1,0,0,0,0
"Now my desires were complied with, and it would, indeed, have been folly to repent.",3,Frankenstein,0,0,1,1,0,0,0,0
"I was bound by a solemn promise which I had not yet fulfilled and dared not break, or if I did, what manifold miseries might not impend over me and my devoted family!",3,Frankenstein,1,0,1,1,0,0,0,0
"Dearest Clerval, exclaimed I, how kind, how very good you are to me.",3,Frankenstein,1,0,1,1,0,0,0,0
"That was worse: she fretted and sighed, and looked at her watch till eight, and finally went to her room, completely overdone with sleep; judging by her peevish, heavy look, and the constant rubbing she inflicted on her eyes.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"sobbed she, instantly checked.",2,Wuthering Heights,1,0,1,0,1,0,1,1
"demanded the old man, looking round for Heathcliff.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Well, _au revoir_, then!",1,Anna Karenina,1,1,0,0,1,0,1,0
"Let me see: that would be four thousand miles down, I think (for, you see, Alice had learnt several things of this sort in her lessons in the schoolroom, and though this was not a _very_ good opportunity for showing off her knowledge, as there was no one to listen to her, still it was good practice to say it over) yes, that s about the right distance but then I wonder what Latitude or Longitude I ve got to?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Delighted, he said coldly.",1,Anna Karenina,1,1,0,0,0,0,1,0
That ll be enough.,1,Anna Karenina,1,1,0,0,0,0,1,0
"_I_ call it purring, not growling, said Alice.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"But I thought Werter himself a more divine being than I had ever beheld or imagined; his character contained no pretension, but it sank deep.",3,Frankenstein,0,0,1,1,0,0,0,0
Mamma!,1,Anna Karenina,1,1,1,0,0,0,1,0
